Date,IntMom_01,IntMom_02,IntMom_03,IntMom_04,IntMom_05,IntMom_06,IntMom_07,IntMom_08,IntMom_09,IntMom_10
199201,9.52950164445392,-1.42535685900435,-2.29301369816574,-1.19877017735516,-0.563297377371675,-1.35967905598363,-1.71078730490143,3.30301259638206,4.5495945493707,5.82961677167371
199202,2.58329289441261,-0.987416058926384,-0.342309591453233,0.318998895019964,1.93395859638389,1.67206348198194,3.32306951489083,3.47759844729246,3.76511472145385,2.41528712286069
199203,-5.61608366549586,-4.76358302065866,-3.89945024017418,-1.84546631062004,-1.13822882149986,-1.11174679701134,-3.26022652779225,-2.49620206948495,-2.51118108908574,-4.41787013846455
199204,-8.33226263583101,3.62877793451538,1.53371870732528,4.48903873765159,4.00312740833475,1.97619503775796,0.442484712594881,0.283513964159507,-2.10583095724174,-5.83546538447585
199205,1.91198258788246,-0.329969680910252,0.191885871006304,-0.558874983443556,0.0568069567347535,0.747214675314166,0.802302118668167,2.439488009468,1.17820591222885,-0.970035808926006
199206,-1.63414528663415,-2.97966309909475,-0.744404167157417,-3.70621763710276,-0.49686038075382,-1.13560392611478,-1.68200613184799,-2.73472072955642,-3.50487175755154,-5.4582143663573
199207,1.38130918402836,0.733464762643061,2.32810536401289,2.10588802568842,4.33408756839094,4.63748945661643,4.65898357768418,4.97414116995379,5.06038736413502,5.66671836811978
199208,-5.1984539154861,-6.85006055857647,-3.35699943875782,-3.73359962427558,-2.03534805296121,-1.61184526816246,-2.18534745739301,-1.06796231435571,-0.943702065645439,-5.18520721046059
199209,-0.709967901813254,-1.46435777111203,0.317853508810995,1.68905949133977,1.67652092451681,1.93352362814299,0.763153145557263,0.9499219343767,3.21526279010947,3.6864713679565
199210,-3.00027085771552,-0.264852141668112,-1.19007533236313,-0.593252938977882,1.16248305587523,2.61688158690947,2.22824158817241,4.98267370871166,5.23186872599543,6.64420951397421
199211,0.0995340316206994,1.30165689692216,1.09637095893998,3.42266573033428,4.41152648256344,4.81653908426681,4.20005656556519,6.75384897759178,8.88289108746253,11.744490141834
199212,0.104394721226301,0.951483592653306,0.875602774809047,-0.16189227061925,2.36873749448456,2.05830921379239,1.26263874546053,3.15041325241075,3.97850124599464,5.41812214182367
199301,2.48864466179973,3.93306412014561,-1.07153656632132,-0.97638132917226,0.1064980824886,0.0299578597496976,1.51060925641855,3.02960915714302,5.06274991644555,7.47450915893278
199302,-6.40923434066359,-5.48433706283528,-2.58841845831715,-1.20600565056782,3.41587322198353,2.0162235264956,2.16384463259752,1.9511873759297,1.4872418416659,-0.0165075211072055
199303,0.903147429755296,1.49826545171783,-1.69540299231978,2.00920908327773,2.66022767319811,1.87818494478201,2.26599285728146,3.31320276680218,3.08127356152502,6.68047725709734
199304,-4.98135018004442,-1.77027022254289,-3.81765433830071,-3.87147083769754,-1.92718970178473,-1.26629785185814,-1.82628096267534,-4.33591553106376,-2.38978541986453,-0.88909182441615
199305,9.98791357567465,6.77667393278551,5.12655515865159,4.00996566003896,2.47406849873495,3.27965208648307,2.42337838546827,2.70256573474824,2.20620560007718,5.46041374449759
199306,-4.34729981605244,-0.136859479013133,-0.522400281290336,-2.3565465385285,-1.24066833605102,1.71639096883719,1.20815484252848,0.429731323420631,0.785602244828483,2.33019416894493
199307,-2.37870509992137,-0.332885195877972,-1.85829055622024,0.0222207767058186,0.985003935818406,-0.264846187412958,-0.267040345811137,-0.337904018387203,-0.195584697801186,0.0499378710978579
199308,1.29178304882023,1.45116045559851,2.85355524629029,3.62449188979961,3.3641471881562,4.03314457009162,3.67825478487926,5.36158245960675,6.17443825830341,7.53266541563075
199309,-5.31284970086493,-1.94526625154304,-2.1698893492021,1.07543724787151,-0.727575998160916,-0.457368455256116,-0.166850912896766,1.60655275395605,4.83536730578101,6.29797612002621
199310,6.69458836821166,5.91741160203863,3.20153830880886,1.68655555470829,1.84158136995375,1.37650397064938,0.0200550290435504,0.593316547335561,-0.287718192402129,1.52380370971323
199311,3.67803474920491,1.86862174217049,0.995820225803786,-0.867955968047803,-2.14173272781624,-1.90161223135141,-3.94407558119325,-2.27565075262297,-2.82731665581253,-6.32293498952248
199312,2.1282738820163,-2.00056084455776,1.47799937433974,1.97225720973038,1.86522435058369,2.20520058141082,2.94793662588243,2.46057408731069,3.69936904041639,3.81898083869458
199401,6.48339389028689,4.06092304371528,2.49086309318038,2.25236232822221,2.04012224480463,3.22448502890733,1.44693792073769,4.69248206250013,4.53964518804183,4.376388692087
199402,-4.47676645421228,1.02587009813246,-2.05634388728114,-2.48206826979412,-1.95972576189924,-2.61582651785349,-2.17217912639194,-3.95812577281484,-2.24816781157099,-2.01440080536722
199403,-7.70307507188383,-6.59899756451483,-4.67262778902216,-4.82730533808062,-3.94562415137632,-3.68843453607904,-3.90466251157478,-4.30487321056878,-4.78868203088318,-3.5038193644325
199404,-0.0438179560645081,0.0502806282514773,1.12784360340254,1.9809432981561,2.13600630757727,1.00892276212824,0.603947184700803,1.30415523714523,1.1514666738838,-3.15456183208107
199405,-0.0821316595864471,-0.823144628289951,2.34367274695908,2.62053036712999,0.186455523763692,0.95378979093826,0.850205538321786,0.996040510693608,0.397171631460526,-1.53951862461794
199406,-5.11813292087205,-1.83911637178499,-2.93122402062336,-2.56798952899432,-2.57877464583655,-2.0886570283244,-2.00547459684734,-1.91113989740141,-5.69760453159127,-7.29867734013081
199407,3.64439089139736,3.39878956580564,1.51343776807827,3.13486660169233,4.15141801079948,3.91996042802488,2.59265739230335,3.16809653907338,3.36828415625362,2.69863473400904
199408,4.21363267423705,2.66047426285216,3.65470426306733,4.38274362854883,4.03622775830906,3.05892373001247,6.16248780550103,4.68685835854479,4.97755923088456,8.36341381280391
199409,4.21452360901552,-2.73843868965918,-1.44652698966238,-2.02898523257133,-2.65622688068409,-2.1252762759865,-1.53437838305539,-1.76380672727852,-1.57206050493868,-0.327208377783279
199410,0.663804678071061,1.49875689182586,1.00943441328405,1.68501839744603,2.53527371691818,1.40424538831112,1.22476250939798,1.25959328310713,2.8106953703186,2.34140882623324
199411,-5.23173491401065,-5.40049718095954,-2.56985568603809,-4.98660401606553,-2.63521004112421,-3.05481912923633,-3.66745078807111,-3.95677110328841,-4.61554609665181,-4.66686678685535
199412,-2.6309241680028,-0.551491634161609,0.968599908000837,-0.00873462821863053,1.68259005179498,1.74069525970946,1.42680528104731,1.50928240223198,2.02389546446548,1.21653082673469
199501,3.12326996220641,3.20408420705376,4.67708925900067,3.57578705724947,1.98757302099839,2.31401188218031,2.61877822903633,1.28522593548847,-0.0629160615769145,-1.47966400275049
199502,1.27118637921529,2.92317676810154,4.09765322693852,3.83147208105184,4.53467165758823,3.13540643283846,3.80070189761561,4.13388500539832,5.01272677640913,6.27475481680812
199503,2.39585250199201,3.69090439672006,0.349655904193118,2.647423329729,2.56405419440709,2.23679108305937,2.1857343377083,2.76601213110813,4.59994039113976,5.09415709820036
199504,1.60614655938391,4.89108804724984,1.29052859554482,1.82640728164058,3.30383690224573,2.06388962279001,1.22541998265234,2.93806503914312,1.63869885966112,6.02392866941888
199505,1.88662389273558,5.28546006239512,3.76342376313858,4.93053045363296,3.97320292802017,3.2755580456979,2.90054917121564,3.14297337510678,3.15140259782214,1.69712305535546
199506,11.0858021960597,2.24991846965707,1.63333062793633,2.38277398656432,1.70684137005884,2.21180671685663,2.79743784102171,2.20168981300229,5.12288919396286,8.82462465472681
199507,5.89426085148877,3.93644672335626,3.25068312679032,3.10174981326875,4.30601830153071,3.14365272695981,3.26893479121909,3.6085831050959,5.76002556508693,8.32901290685054
199508,3.13074456360888,2.87938266627352,1.18185859158326,1.78391031802321,2.18430988715297,0.917535665662702,-0.0102115702499566,0.800121529128631,-0.319943442923432,2.76936282338023
199509,-0.343094736424206,-0.309009974419058,2.43679547679709,3.58387169884161,2.13830664189756,2.07010672159733,4.78481342456912,3.21629910002809,5.80395600729528,7.95133070389505
199510,-10.6244459766692,-6.6209548483462,-4.77255283635266,-2.56669099597787,-4.20202706143808,-1.38267696097595,-0.646662989994711,0.98393437295911,1.46104252640818,0.378633506424034
199511,1.63592173770476,3.83732672231063,5.1100555985553,5.42135606037104,5.71152346135837,3.60464320739718,5.19151223786199,5.00945036298213,3.28649817941729,0.761011461280241
199512,0.347995571825913,1.16771333945508,0.549407427568087,0.412559005526244,0.0506606308884541,2.61422685993474,1.87951683190625,2.92917927537919,1.38381033540299,-2.42396762249872
199601,1.24079605534851,0.56720414113854,0.117241887416806,2.2688812409155,1.8695788200324,2.07827747683292,2.33384379425715,3.68517882070193,5.4332908957389,-0.417534667055501
199602,1.27792807087745,1.61297759421455,1.98466948153343,2.64163001879686,-0.40951105626477,0.182627861296503,1.23013533438964,2.96721491327944,6.36942024136946,3.34094450067125
199603,0.602372759445823,1.18225351362063,0.944401370980719,0.652502556412247,0.659537480148639,2.12666741432218,1.53363043804393,1.97061515617485,0.162435259863665,-0.723686265869548
199604,7.60116686422027,3.15140429190914,2.81956571066579,0.931322838503258,1.23190870689669,0.787789687740233,1.36928525902018,4.06462233902322,5.7080253587662,13.3629834854017
199605,2.15219965568529,2.7490092248701,2.72000116141134,1.05294385688541,1.22240212381757,2.99234107210724,2.34444080851039,4.3107935884733,4.42246673438363,5.71662891892365
199606,-6.90783687013326,-2.82738210914492,-2.64827378127388,-1.25880937766489,-0.937244531379659,0.792077275495335,1.65924413468232,0.141559869427213,-2.50708227121292,-6.62182791390522
199607,-11.4307159093253,-9.15570339743549,-5.75610665625443,-5.17452593025305,-3.79504761388463,-5.05597896973939,-3.52227551040164,-5.2514182452176,-5.36474547741816,-13.7615460318636
199608,4.80633624126875,4.98144878722914,5.08853085497468,3.91963852245147,4.28973160665233,2.79416838498437,3.82881651951298,1.05363153123062,2.16479909878658,6.75731909892225
199609,5.45796644964261,2.28520776339261,7.62048533262243,3.69483569152988,4.22158843943594,5.19642767594777,3.96090903279949,5.54616324405228,5.49568397397942,10.8375299800659
199610,-6.41993186441707,-4.84276390968109,-1.45427429834334,3.18495520539309,1.25544737941273,1.77763590773996,1.64179439717879,4.01226185565051,2.00802476498307,-2.76797520518155
199611,15.8743464631645,9.84241768328212,7.640760295556,7.24698563240907,5.04507394967929,6.67017245864231,7.86368807254708,6.72749645867345,5.56157095516255,3.67446651749384
199612,-3.47071978698526,-1.46360954612153,1.87493171822554,-0.767837173739157,-0.564525052752811,-0.933090212793862,-2.84538892005384,-1.96407066850086,-1.10687427913178,-0.296061202327585
199701,9.16754179391736,2.84743385261284,1.69015060211725,4.79890884422015,4.9417717260471,5.59020719473891,7.64714997782183,8.05870414088809,4.54101550761835,3.87719847698833
199702,-3.52482438295248,-0.373972158066237,1.65065735133416,0.469536213947856,1.45635761179522,0.710110447153502,1.36092119632384,-1.66223579441497,-6.68492904960192,-7.85866218952683
199703,-7.37641544923695,-6.71877910956961,-4.67093123782988,-4.74441718633597,-4.90546702416464,-2.88875326719946,-3.8862161363214,-3.59545967372329,-5.82544629674509,-6.49612422659557
199704,-1.51653648533226,-0.487063816199767,2.11176199335716,3.85887641300423,3.3908812465622,4.53149657374352,6.04362713799261,8.00453726563435,5.87727838186246,-0.258903052084631
199705,16.3650814976958,10.2077873291021,7.69770898988629,7.23920030176794,5.53040984058093,6.95087886019154,5.58809239325434,7.4228111346685,7.68345628452453,11.1824935820188
199706,1.01033937437164,0.74804536796958,3.37379018569888,3.08261261747877,4.25924688506694,2.89460726912568,3.19497262988178,5.75841308860861,6.2632541241781,2.65842501153274
199707,2.81015696609183,5.7047661392748,7.92491284367371,5.56669157674756,7.42781647704648,7.84389662071336,4.4056076658419,6.27997844453995,7.22547132474481,13.692162387767
199708,4.58604581857375,5.08078220520992,-0.135727310537437,-2.02551305133399,-3.29564491467112,-2.60867991840971,-5.11231788231588,-5.43156501034559,-5.37336947460589,-0.801161807387781
199709,7.52018104577927,6.06977674829316,4.38508188871035,5.69872864286148,6.28661928267106,4.99599742595722,5.82959765084311,5.6822906338707,6.18803935846717,6.60717875087286
199710,-5.05207348688978,-8.51753186096037,-3.45078634016056,-3.89950321678059,-2.90032534269654,-2.65100547857224,-3.46559808062886,-2.58433962522516,-2.83046104967997,-5.72375086068086
199711,-5.29505744971724,-0.539861971026313,0.114794942500237,-0.963212945362302,2.92506682441081,4.47045443350174,5.33093372480264,3.91113128862527,3.10569939657727,1.73755906415512
199712,-8.02558897836163,-2.59926725909341,1.16966529935508,1.37074145194264,0.348769300475282,2.28708997226998,2.51511287955527,2.88573373783933,3.52815991940607,-2.5562911151407
199801,1.0543937940618,-0.987642433776356,-2.22933276355593,-1.82272399024947,-0.309082139975141,-0.493402444188057,0.462438635132045,1.73326620673683,-0.438787183582832,6.27662900092877
199802,9.34420596389545,9.12283740159684,5.12221422780717,5.95909371300979,8.25740072256127,7.01204091596104,6.14459073812676,7.58047273177653,7.4218078576254,11.1968140268457
199803,5.19537850458922,3.69820763948768,5.72507084810147,5.80984720706998,3.79500006812453,4.04944856045292,5.01526382760494,4.93614116951694,6.19853038656538,6.35049261099052
199804,2.48247899244428,3.30959430070474,-1.30850379663216,-2.77390691744864,0.0971242593196473,1.21127587693577,2.81067628218758,1.73128929485676,4.91302880461188,4.40216788522739
199805,-9.07581667122546,-4.20133883035343,-1.56840268790588,-1.38074430418783,-1.49886512276375,-1.70323007352058,-2.66521947103838,-3.56531647205072,-3.26670079822782,-7.00391222910216
199806,-0.936840960599087,1.2916753349234,4.32729033284845,1.93834356445899,2.86678900274186,4.27141003815154,4.11904601917853,3.76146535387391,6.13031214478337,3.4813000830886
199807,-8.28422075258323,-4.56289912713384,-4.63364938340923,-1.61043155310138,-3.85622860126823,-3.54026505996083,-0.279233540781198,-0.419739154214541,-0.660474451896435,-3.31193438283109
199808,-25.4293711804962,-21.6471809246927,-17.7410426732613,-16.9616148946224,-12.7161878102372,-16.3106324872175,-12.5101663903616,-15.8258036393746,-17.8659737509306,-22.7788019514265
199809,14.0479402306513,8.35913828933794,2.95287876105109,4.20030872141007,4.68046466457993,5.03249971532774,6.30827169238186,9.14850279680913,8.24413013126155,16.1392698791829
199810,8.70614655730023,12.1116351892984,8.68350531893654,5.40096902973548,5.64855738973333,9.95542531590666,9.46605767568304,7.94883405111007,7.67856298588561,3.54643025187399
199811,12.0938941513365,3.01670802900186,9.79628412064387,3.8165885873774,6.10807983919562,5.19312222142231,5.37228132736691,4.6523343604886,7.90889346538564,6.38606238754842
199812,-1.69238569966443,6.48368382810753,6.79810753571041,-0.896657937990827,3.33993641737271,2.55877164652603,4.40000903290353,5.86539273726044,9.04873859823946,13.1900538619938
199901,8.61479187715134,8.06144355924445,2.14341924814458,5.81041075834752,0.291315824552568,1.74133603946488,-1.95755338124396,6.00319259502708,4.14747611216362,11.7748293280471
199902,-13.1032443653816,-6.33957741481257,-8.69229213160629,-4.87890070066472,-5.57830443208863,-4.41235328769081,-1.83911413330526,-1.81598277850821,-1.30304910855978,-6.58140167117778
199903,2.4313887575487,1.70591192160683,2.62760470569869,2.54887258791008,-0.230839125941507,0.717677880131215,0.00473501571159812,3.7887586414576,2.61111908077345,11.0024527548268
199904,10.3705937623521,11.837131637298,10.2676475469596,12.0215551493251,10.1516217511324,8.48768145513957,5.82077784635113,4.2743803920975,0.704588288865165,1.47777264104586
199905,5.23170488747107,3.5356644585607,0.658587545435039,-3.42160467663536,-1.61990663786858,-2.01456499171111,-1.18030619558344,-1.58857889920498,-1.17694116732154,-2.99327694907188
199906,5.49408970738472,7.88275550457849,6.74507324793467,4.83026319430789,5.15577128289366,3.30108271082997,5.71584044528226,2.88049785223135,4.48159039574167,6.46084170318757
199907,-0.688788885473277,-2.53446956650973,-1.32418422637517,-1.62555330110682,-1.69090104980299,-3.41202548766407,-5.87809745988573,-2.34338191919246,-2.64862510034008,-2.5661287926972
199908,-3.08184582141488,-4.38936171510132,-1.38741152012298,-2.99778017147867,-3.36791109215952,-2.04392911285307,-4.03740253284825,-1.36767237316477,1.24062294389489,-0.407942185365774
199909,-2.48513964189754,-6.05557256703143,-5.56742533146183,-7.23785519313792,-6.48160138193845,-3.5762427034787,-3.97375557007476,-2.39406962140855,-1.01294969532551,0.455511550276373
199910,-4.08954837815653,-1.10366023171254,-1.50860174058672,-1.82850914185211,4.339451285747,4.9614749699742,9.534779159431,5.51975884686661,6.23204611294381,10.5460265849856
199911,11.6055544156773,6.17018682534647,-1.2631640636386,-0.962940368158483,-1.2217182046642,1.92155784438987,-0.311256618232132,-0.734355382574513,3.50545753839423,11.8066074798986
199912,15.0370956376091,1.93236042983723,0.0232353126293594,-1.57297186125701,-4.36631746883601,-2.18438308252646,-0.67835464181109,8.74986215909708,13.5606362209427,22.6162895253486
200001,2.36078593780515,-1.49373389415188,2.15423379405141,-2.58352071974367,0.543470608551684,-3.27066317565782,-8.22944948600996,-3.68133810819409,-4.57383010791398,-3.30744447686783
200002,15.8839881117302,2.58883873640466,-3.03308362278363,-7.2880188723116,-3.84774148519849,-7.200664555656,-2.80942106183207,-0.771721211881491,10.8766735954116,26.2706567998785
200003,-9.66724925480344,3.4341774036564,13.4488966416069,5.904017300581,9.81949586565949,11.2255075504221,10.1737269573745,5.97412299426802,1.99348329429388,-1.24937840354583
200004,-8.07524687747162,-1.65182446228764,-2.90280329027969,-0.839542679345957,-0.100633496944552,-5.0175319621508,-0.043893552649226,-8.29136036678159,-5.4165016038254,-12.5068576603047
200005,-3.72988634884202,-1.11527613749646,-1.33609056572249,1.26330057977527,0.308463947514553,1.23420986504373,-3.21102697648505,-7.53463336785269,-6.83624802278082,-13.2676768969322
200006,-0.0361336523893238,-1.84258500524971,0.808356527291118,-1.77585824641593,-0.241800132178659,-3.02769845583453,1.71987502694658,5.4894039368605,7.57391221580872,17.0012051442933
200007,-2.39088246194505,2.82389074907497,0.695351256545573,1.51863172779159,2.40110213982583,-1.55726601050472,0.749181347255187,-3.52119736470872,-1.56286677378626,-4.99842553086006
200008,8.99259203457378,6.46351198062846,7.33015896199828,6.73100452093265,1.16560370591069,1.73433478094736,5.79644435893711,8.65794560631876,7.51775166158823,17.4295976830815
200009,1.77336342558753,1.94948592594203,3.73884414818415,-3.52487508399074,-0.153168504877173,-0.0684419504186447,-1.38573299970159,-9.61785418158037,-12.9239021747268,-9.31274181595608
200010,4.83405663260714,2.09837262852698,5.41326841181513,-1.14298796378071,4.92891921106105,0.269025039551975,-2.67024194497246,-7.13366732957777,-10.3349835377961,-13.0620100570184
200011,-0.819008239583168,4.8271938148029,1.4396228663311,-5.65229483224153,-0.161426487800401,-6.28601074943651,-8.91843552166401,-15.6940749490967,-22.0092591676932,-30.9942770031388
200012,6.62459460479657,-0.581928212291436,5.58697687507354,2.86474085141231,2.77692483233679,3.87743083956093,1.55771412441159,4.01123836285804,-5.27632267428621,2.36841151801524
200101,31.5831259537532,24.7513921550097,5.52469520787427,5.22871619462415,2.13520092015195,2.1742495314363,-1.46351970374921,1.43193491741439,6.08661088057653,3.38100458832276
200102,-21.2369521616218,-8.22623277332464,-7.26827824107988,-6.33043380820104,-4.89895683930891,-2.81324645284615,-5.8730298688303,-10.9598251837508,-17.1703041443088,-24.9689461288425
200103,-17.2649344800725,-9.99354130428752,-7.13350073834407,-4.27149953055688,-4.50397601654584,-2.84551647529278,-6.26269750481897,-9.06633394952438,-6.67253315617438,-12.287250558014
200104,12.1161536341532,9.64074029729927,7.16012011459071,16.0200782237322,8.23680781021805,8.93447668324634,5.52329625130054,5.4755992227207,9.4514575374084,8.29619800724423
200105,2.73811382116012,-4.0851683541891,-2.13294264330708,2.28881199953306,1.82016324458172,-2.09687288086683,3.96821655544234,1.07294544543583,3.01701796523348,0.0577770134340211
200106,2.42289657867612,1.24865471683682,3.64895363144098,-3.0512623813739,-1.38758500266341,-1.24709726296301,-2.82894531143561,-2.58396161019984,-2.34547979335165,-1.85210008206478
200107,-10.3638423225267,-3.15155670976134,-1.73304692499736,-4.99990889536248,0.168445856201046,-5.4644220503411,-1.43274376611868,1.00888529195563,0.000152990500225162,-2.82170918822874
200108,-12.3770479109752,-12.6155914649871,-9.57390176543995,-14.1620487275348,-9.93753310549657,-7.43083564939194,-3.26851474178148,-3.75185536442174,-2.80402890730616,-3.25714985071338
200109,-25.4800162822857,-21.6724725081541,-19.2088283580692,-14.2445196065667,-10.6275796595223,-4.95084266111438,-6.57307366788748,-6.3523021397214,-8.7408162246087,-7.16204395102704
200110,22.7538864584097,17.0584601745541,16.4659134604286,3.67924252926983,4.09112370548916,1.95114081540215,2.27460603612022,-3.27232124530536,1.23463478616537,-2.15503324913154
200111,27.6692468659134,17.7488919847537,12.4928785055512,12.1937910503973,9.52960458922012,4.25572104975371,4.55386900915885,5.2998565972136,6.58099609017179,7.82182308373553
200112,-3.74378604701114,-1.25142388232988,0.62366809413579,-0.718387448734411,2.18046464131652,0.469301211365916,3.84820799350029,3.84963840993273,4.2155707590848,4.09072873176285
200201,2.65226559890612,-1.66646868690774,-1.71182748125757,-0.392587074851485,-3.26697755205911,-2.01405417262996,-3.92288927342546,0.283500291948814,0.515196544112641,-2.1209205993465
200202,-21.8404546618343,-2.02787064935129,-0.0770956558886392,-0.764854731455802,-0.369243545128592,1.41315161641771,-0.628291244472222,-2.97256579969244,-6.38983734426049,-10.7122423093829
200203,5.98211866821554,6.42160564976666,8.22900494889505,5.53540477881618,2.12287711875151,4.21719595476811,4.5471453263021,5.10758048916127,5.61297569684781,6.35079056431562
200204,-16.3387525277418,-10.9169967745834,-7.22110787890384,-7.58553848110019,-6.81321003773908,-2.26231916899322,1.10920306742807,1.55785155190357,-1.12224542998423,-2.27455644765911
200205,-12.0012259492971,-3.26213284123758,-2.96472795275862,-1.70179373801277,-1.07643567337358,-0.72717947312375,2.37091207163045,-1.28205707042448,-2.02965642054464,-0.609952932277662
200206,-18.5144569801172,-14.5916642210704,-12.0625048582147,-10.3652478765576,-3.97627098606278,-5.74658327704396,-5.4386224512882,-5.43723206780492,-6.3075159792604,-4.34558920044422
200207,-22.7601598678608,-12.0722353349896,-12.9274062894719,-8.16697670670954,-8.26746372136317,-7.28605097167795,-6.32951569618783,-8.70617528593871,-5.1728416491778,-11.3688636540369
200208,1.46039109740293,-1.75079946026161,-1.51885610549694,-2.11098211112424,1.00122639435323,0.46366248863602,2.87150427031685,1.94998479018609,1.60266528304038,-0.440208645693094
200209,-15.2536503210279,-14.8069748340734,-13.3585913250134,-10.9830520073377,-10.9085689365898,-10.7923685615559,-6.07945358373189,-8.90831953471582,-5.34756951186458,-6.87980894210426
200210,15.5573274432807,11.6557166093857,7.80229850231336,8.59696225310011,9.701153758042,8.27744601490183,5.17046574017647,6.20758735055762,7.20771071624663,5.99203095606738
200211,15.1846156951489,8.027609031352,4.50159145858933,2.54521913635931,2.82065511042639,4.67597817251155,8.36088095193858,10.10659504709,12.9202021493808,15.4334188775631
200212,-14.0148066079848,-8.54929979816745,-5.67130372035465,-4.70450397120265,-5.21168800319766,-1.4203295669817,-4.34403596189204,-5.38418855330527,-5.49581269559169,-5.93637917105272
200301,2.73417649195233,-0.828571906554606,-3.44265463261907,-3.25752632465575,-2.98017263489867,-2.09876554574848,-2.60378344944327,-1.63190456795656,-3.11338875484089,-1.48546502947491
200302,-2.34967150524947,-0.443366965000773,-1.2438574717269,-3.13775556876592,-0.736594426679919,-1.34409989068217,-1.48240857078592,-1.90370784891067,-2.28927169620244,-4.62048598872181
